pipeline_id,combination,stage,tool_name,cache_key,duration_sec,status,output_path
6809e111317b6c95,comb_000,pre_training,noop,739bb632f0e6238bcf4a814da3d6239656e5ec3e45b96dbd85168dd854f3ba75,4.64,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/739bb632f0e6238bcf4a814da3d6239656e5ec3e45b96dbd85168dd854f3ba75/output
6809e111317b6c95,comb_006,pre_training,feature-squeeze,352f05f269f0cf8e8dbb54dfed19f0262f67c8e4fae77b5bf63d46369a4e4e11,4.64,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/352f05f269f0cf8e8dbb54dfed19f0262f67c8e4fae77b5bf63d46369a4e4e11/output
6809e111317b6c95,comb_001,during_training,in_noop,df758eb2cbfd74184707ba1074e02e14108cf969743662496a84553cd264d80f,86.73,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/df758eb2cbfd74184707ba1074e02e14108cf969743662496a84553cd264d80f/output
6809e111317b6c95,comb_001,post_training,fine pruning,7487ac40c2510476e8c176ddf610f655cdab543c88521622d75a3a64fcfa28d3,4.22,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/7487ac40c2510476e8c176ddf610f655cdab543c88521622d75a3a64fcfa28d3/output
6809e111317b6c95,comb_000,during_training,in_noop,2e09d9d861ac6ad2a38fdab3c3a613c1ea0b9cf12a7f5ee6831ae1c78f440b6b,108.51,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/2e09d9d861ac6ad2a38fdab3c3a613c1ea0b9cf12a7f5ee6831ae1c78f440b6b/output
6809e111317b6c95,comb_005,during_training,in_noop,90d4e5f749e4b41e0d739e5790da1694b87e050a4da32ea91a5ec06340584bf3,107.77,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/90d4e5f749e4b41e0d739e5790da1694b87e050a4da32ea91a5ec06340584bf3/output
6809e111317b6c95,comb_005,post_training,fine pruning,5398b7672d9841e7c1d3a24a0060c95b3815c64e20c259bc44caaeef9bd098f3,3.27,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/5398b7672d9841e7c1d3a24a0060c95b3815c64e20c259bc44caaeef9bd098f3/output
6809e111317b6c95,comb_006,during_training,in-dp,ffa597f30ed7a4d095a8effffc9b1cfd94d11d8167252689b781dd0cad0400a4,219.62,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/ffa597f30ed7a4d095a8effffc9b1cfd94d11d8167252689b781dd0cad0400a4/output
6809e111317b6c95,comb_007,during_training,in-dp,0c00dd56dacc12d3a3ddce8fa4930cdc0d32909b94602ef317b42d7544724617,221.07,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/0c00dd56dacc12d3a3ddce8fa4930cdc0d32909b94602ef317b42d7544724617/output
6809e111317b6c95,comb_002,during_training,in-dp,a4f4ece37d0e2d1d76213cdae8191becc46f7a982a2e29c1fb0e36cb13c28b11,218.62,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/a4f4ece37d0e2d1d76213cdae8191becc46f7a982a2e29c1fb0e36cb13c28b11/output
6809e111317b6c95,comb_007,post_training,fine pruning,0887c23241458721f13855d2489ccade4b9468367ffb768845060434dd7e62f5,5.00,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/0887c23241458721f13855d2489ccade4b9468367ffb768845060434dd7e62f5/output
6809e111317b6c95,comb_003,post_training,fine pruning,d5673c2083a5c0bec3789d8026068d7b05fbb8d1de01a9b43416ef682c05071c,5.09,success,/share/landseer/workspace-ayushi/Landseer/cache/6809e111317b6c95/d5673c2083a5c0bec3789d8026068d7b05fbb8d1de01a9b43416ef682c05071c/output
