pipeline_id,combination,stage,tool_name,cache_key,duration_sec,status,output_path
08e4b92f303f606c,comb_006,pre_training,feature-squeeze,80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483,4.24,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483/output
08e4b92f303f606c,comb_002,pre_training,noop,ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b,4.19,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b/output
08e4b92f303f606c,comb_004,pre_training,feature-squeeze,80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483,2.33,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483/output
08e4b92f303f606c,comb_003,pre_training,noop,ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b,2.41,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b/output
08e4b92f303f606c,comb_007,pre_training,feature-squeeze,80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483,4.16,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483/output
08e4b92f303f606c,comb_001,pre_training,noop,ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b,4.17,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b/output
08e4b92f303f606c,comb_000,pre_training,noop,ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b,6.34,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b/output
08e4b92f303f606c,comb_005,pre_training,feature-squeeze,80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483,6.17,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483/output
08e4b92f303f606c,comb_004,during_training,in_noop,53c1c16debcea1c6534212a4481633958fe14d2ce93b0aaa2450aa760c44176c,89.61,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/53c1c16debcea1c6534212a4481633958fe14d2ce93b0aaa2450aa760c44176c/output
08e4b92f303f606c,comb_001,during_training,in_noop,b70b8b723e36dbc4527d4211023f78c1fa19d03abae77de49c784fc1c569b06c,158.19,success,/share/landseer/workspace-ayushi/Landseer/cache/08e4b92f303f606c/b70b8b723e36dbc4527d4211023f78c1fa19d03abae77de49c784fc1c569b06c/output
