pipeline_id,combination,stage,tool_name,cache_key,duration_sec,status,output_path
75dca8c144db13b5,comb_001,pre_training,noop,ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b,2.56,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/ecc2de76821c7b54cc71a20a5b024d9bac4d8d7b9ce6890145eca015313e311b/output
75dca8c144db13b5,comb_006,pre_training,feature-squeeze,80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483,2.59,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/80ba211bea6d52e3d3d6a868645f5cebc66baf4f3e0350a0c9f9af4aa1a1e483/output
75dca8c144db13b5,comb_000,during_training,in_noop,99cd96f79402bf313b708b1f30efd9111a448947211cf05d2d5748ea80dff05c,95.09,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/99cd96f79402bf313b708b1f30efd9111a448947211cf05d2d5748ea80dff05c/output
75dca8c144db13b5,comb_001,during_training,in_noop,51ced4af3c9abfef99b7906c65ffd5af8d8fcb8c4ae452a9ce141d27bb9524ec,120.97,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/51ced4af3c9abfef99b7906c65ffd5af8d8fcb8c4ae452a9ce141d27bb9524ec/output
75dca8c144db13b5,comb_001,post_training,fine pruning,898ce78a3ef0fc836724976a7986c133ed69e84486239bc79dcebb24ced65f02,4.19,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/898ce78a3ef0fc836724976a7986c133ed69e84486239bc79dcebb24ced65f02/output
75dca8c144db13b5,comb_005,during_training,in_noop,3af03ce1b6c4b87d4ffd4e5932870ff5085828dd70141b1efbbec36a5e93694b,120.38,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/3af03ce1b6c4b87d4ffd4e5932870ff5085828dd70141b1efbbec36a5e93694b/output
75dca8c144db13b5,comb_005,post_training,fine pruning,f49ff9253fdf825940ddf5042712c857227854b4c8bade6079f312c9f4ffbe9e,3.67,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/f49ff9253fdf825940ddf5042712c857227854b4c8bade6079f312c9f4ffbe9e/output
75dca8c144db13b5,comb_006,during_training,in-dp,0f3e178368dae27209e9010cc11f33664b3ac51ba26daa1e26e3e58a482eab9b,232.02,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/0f3e178368dae27209e9010cc11f33664b3ac51ba26daa1e26e3e58a482eab9b/output
75dca8c144db13b5,comb_002,during_training,in-dp,c498b5f9fe4fa5debef7c40484f4674421f9c4754e7bac0a491212ea8efa7c60,234.85,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/c498b5f9fe4fa5debef7c40484f4674421f9c4754e7bac0a491212ea8efa7c60/output
75dca8c144db13b5,comb_003,post_training,fine pruning,911c6b67fec3fe19776ca1d53177d9faa057ce9672947ed9ee84b0f8e912d35c,3.19,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/911c6b67fec3fe19776ca1d53177d9faa057ce9672947ed9ee84b0f8e912d35c/output
75dca8c144db13b5,comb_007,during_training,in-dp,5ce9e1a3b64b10c0c381bd5d952fd0b6010e9fb92adcc37f557780778c1e0139,234.46,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/5ce9e1a3b64b10c0c381bd5d952fd0b6010e9fb92adcc37f557780778c1e0139/output
75dca8c144db13b5,comb_007,post_training,fine pruning,a31a1a13e4921b7009efda498d1340bed8253cf3e6178db4e18f0ac6637cf944,4.78,success,/share/landseer/workspace-ayushi/Landseer/cache/75dca8c144db13b5/a31a1a13e4921b7009efda498d1340bed8253cf3e6178db4e18f0ac6637cf944/output
